18
Generation 37 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 38 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 39 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 40 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 41 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 42 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 43 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 44 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 45 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 46 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 47 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 48 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 49 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 50 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 51 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 52 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 53 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 54 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 55 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 56 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 57 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 58 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 59 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 60 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 61 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 62 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 63 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 64 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 65 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 66 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 67 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 68 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 69 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 70 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 71 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 72 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 73 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 74 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 75 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 76 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 77 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 78 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 79 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 80 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 81 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 82 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 83 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 84 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 85 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 86 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 87 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 88 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 89 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 90 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 91 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 92 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 93 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 94 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 95 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 96 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 97 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 98 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 99 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 100 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 101 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 102 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 103 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 104 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 105 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 106 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 107 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 108 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 109 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 110 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 111 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 112 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 113 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 114 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 115 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 116 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 117 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 118 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 119 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 120 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 121 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 122 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 123 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 124 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 125 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 126 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 127 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 128 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 129 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 130 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 131 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 132 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 133 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 134 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 135 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 136 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 137 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 138 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 139 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 140 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 141 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 142 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 143 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 144 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 145 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 146 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 147 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 148 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 149 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 150 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 151 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 152 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 153 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 154 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 155 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 156 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 157 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 158 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 159 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 160 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 161 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 162 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 163 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 164 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 165 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 166 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 167 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 168 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 169 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 170 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 171 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 172 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 173 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 174 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 175 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 176 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 177 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 178 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 179 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 180 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 181 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 182 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 183 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 184 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 185 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 186 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 187 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 188 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 189 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 190 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 191 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 192 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 193 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 194 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 195 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 196 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 197 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 198 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 199 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 200 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 201 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 202 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 203 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 204 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 205 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 206 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 207 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
Generation 208 # of feats=4 Fitness=-0.594223027422 [0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
