20
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 260 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 261 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 262 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 263 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 264 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 265 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 266 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 267 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 268 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 269 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 270 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 271 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 272 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 273 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 274 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 275 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 276 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 277 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 278 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 279 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 280 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 281 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 282 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 283 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 284 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 285 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 286 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 287 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 288 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 289 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 290 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 291 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 292 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 293 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 294 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 295 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 296 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 297 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 298 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 299 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 300 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 301 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 302 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 303 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 304 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 305 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 306 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 307 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 308 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 309 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 310 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 311 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 312 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 313 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 314 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 315 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 316 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 317 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 318 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 319 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 320 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 321 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 322 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 323 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 324 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 325 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 326 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 327 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 328 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 329 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 330 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 331 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 332 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 333 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 334 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 335 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 336 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 337 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 338 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 339 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 340 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 341 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 342 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 343 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 344 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 345 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 346 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 347 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 348 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 349 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 350 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 351 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 352 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 353 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 354 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 355 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 356 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 357 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 358 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 359 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 360 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 361 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 362 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 363 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 364 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 365 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 366 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 367 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 368 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 369 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 370 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 371 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 372 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 373 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 374 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 375 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 376 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 377 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 378 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 379 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 380 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 381 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 382 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 383 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 384 => -0.0975440054104
# of feats=3 Fitness=-0.0975440054104 [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
Gen 385 => -0.109172528441
# of feats=3 Fitness=-0.109172528441 [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
Gen 386 => -0.109172528441
# of feats=3 Fitness=-0.109172528441 [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
Gen 387 => -0.109172528441
# of feats=3 Fitness=-0.109172528441 [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
Gen 388 => -0.109172528441
# of feats=3 Fitness=-0.109172528441 [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
Gen 389 => -0.109172528441
# of feats=3 Fitness=-0.109172528441 [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
Gen 390 => -0.109172528441
# of feats=3 Fitness=-0.109172528441 [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
Gen 391 => -0.109172528441
# of feats=3 Fitness=-0.109172528441 [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
Gen 392 => -0.113179176427
# of feats=2 Fitness=-0.113179176427 [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Gen 393 => -0.113179176427
# of feats=2 Fitness=-0.113179176427 [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Gen 394 => -0.113179176427
# of feats=2 Fitness=-0.113179176427 [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Gen 395 => -0.113179176427
# of feats=2 Fitness=-0.113179176427 [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Gen 396 => -0.113179176427
# of feats=2 Fitness=-0.113179176427 [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Gen 397 => -0.113179176427
# of feats=2 Fitness=-0.113179176427 [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Gen 398 => -0.113179176427
# of feats=2 Fitness=-0.113179176427 [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Gen 399 => -0.113179176427
# of feats=2 Fitness=-0.113179176427 [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Gen 400 => -0.113179176427
# of feats=2 Fitness=-0.113179176427 [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Gen 401 => -0.113179176427
# of feats=2 Fitness=-0.113179176427 [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Gen 402 => -0.113179176427
